,open,high,low,close,adjclose,volume,ticker,adjclose_5,true_adjclose_5,buy_profit,sell_profit
2010-09-09,4.199999809265137,4.210000038146973,4.138000011444092,4.142000198364258,4.142000198364258,1881000,TSLA,2.468576,4.188000202178955,-1.673424243927002,0.0
2010-10-01,4.138000011444092,4.150000095367432,4.061999797821045,4.119999885559082,4.119999885559082,2988500,TSLA,1.6355325,4.085999965667725,0.0,2.484467387199402
2010-10-08,4.085999965667725,4.1579999923706055,4.078000068664551,4.085999965667725,4.085999965667725,1339000,TSLA,1.4274848,4.107999801635742,-2.658515214920044,0.0
2010-10-14,4.199999809265137,4.205999851226807,4.079999923706055,4.150000095367432,4.150000095367432,1474000,TSLA,1.5126832,4.150000095367432,0.0,0.0
2010-10-15,4.177999973297119,4.179999828338623,4.050000190734863,4.107999801635742,4.107999801635742,1423500,TSLA,1.4645655,4.144000053405762,-2.6434342861175537,0.0
2010-10-20,4.0320000648498535,4.138000011444092,4.007999897003174,4.130000114440918,4.130000114440918,1562500,TSLA,1.4860166,4.199999809265137,-2.643983483314514,0.0
2010-10-26,4.159999847412109,4.374000072479248,4.1020002365112305,4.271999835968018,4.271999835968018,3304500,TSLA,1.7556251,4.25,0.0,2.516374707221985
2010-11-08,4.900000095367432,5.0,4.806000232696533,4.995999813079834,4.995999813079834,2547500,TSLA,2.2845166,6.159999847412109,-2.7114832401275635,0.0
2010-11-17,6.039999961853027,6.150000095367432,5.7220001220703125,5.8979997634887695,5.8979997634887695,3750000,TSLA,3.530712,7.093999862670899,-2.3672878742218018,0.0
2010-11-24,7.053999900817871,7.193999767303467,6.866000175476074,7.093999862670898,7.093999862670898,7125000,TSLA,4.6786294,6.46999979019165,0.0,2.415370464324951
2010-11-26,7.119999885559082,7.199999809265137,6.949999809265137,7.064000129699707,7.064000129699707,1753000,TSLA,4.363942,6.297999858856201,0.0,2.7000579833984375
2010-12-03,6.4019999504089355,6.449999809265137,6.173999786376953,6.297999858856201,6.297999858856201,5800500,TSLA,3.9830227,6.303999900817871,-2.3149771690368652,0.0
2010-12-06,6.269999980926514,6.289999961853027,5.9120001792907715,6.061999797821045,6.061999797821045,6372000,TSLA,3.7441485,6.110000133514404,-2.3178513050079346,0.0
2010-12-07,6.0980000495910645,6.480000019073486,6.010000228881836,6.311999797821045,6.311999797821045,6556500,TSLA,3.8861449,5.705999851226807,0.0,2.4258549213409424
2010-12-08,6.495999813079834,6.498000144958496,6.303999900817871,6.473999977111816,6.473999977111816,3300000,TSLA,3.9267724,5.920000076293945,0.0,2.547227621078491
2010-12-17,6.26800012588501,6.308000087738037,6.142000198364258,6.271999835968018,6.271999835968018,4065000,TSLA,3.7257788,5.110000133514404,0.0,2.5462210178375244
2010-12-21,6.360000133514404,6.538000106811523,6.3420000076293945,6.452000141143799,6.452000141143799,3888500,TSLA,3.8262756,5.546000003814697,0.0,2.6257245540618896
