,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2010-09-14,4.107999801635742,4.320000171661377,4.105999946594238,4.223999977111816,4.223999977111816,3273500,TSLA,46.78485,37.97200012207031,42.560851097106934,0.0
2010-09-15,4.196000099182129,4.400000095367432,4.1579999923706055,4.395999908447266,4.395999908447266,3423000,TSLA,6.3768,4.622000217437744,1.9808001518249512,0.0
2010-09-16,4.429999828338623,4.631999969482422,4.168000221252441,4.188000202178955,4.188000202178955,13422500,TSLA,37.07993,34.194000244140625,32.891929149627686,0.0
2010-09-30,4.400000095367432,4.429999828338623,4.038000106811523,4.081999778747559,4.081999778747559,10979000,TSLA,44.102287,40.08399963378906,40.02028751373291,0.0
2010-10-06,4.211999893188477,4.251999855041504,4.064000129699707,4.0920000076293945,4.0920000076293945,1567000,TSLA,46.052307,42.23400115966797,41.960307121276855,0.0
2010-10-14,4.199999809265137,4.205999851226807,4.079999923706055,4.150000095367432,4.150000095367432,1474000,TSLA,81.5415,70.52400207519531,77.39149618148804,0.0
2010-10-20,4.0320000648498535,4.138000011444092,4.007999897003174,4.130000114440918,4.130000114440918,1562500,TSLA,437.2532,421.20001220703125,433.1232042312622,0.0
2010-10-27,4.25,4.276000022888184,4.130000114440918,4.199999809265137,4.199999809265137,1782500,TSLA,6.395735,4.613999843597412,2.195734977722168,0.0
2010-11-02,4.335999965667725,4.375999927520752,4.210000038146973,4.25,4.25,1612500,TSLA,62.571907,58.816001892089844,58.32190704345703,0.0
2010-11-04,4.519999980926514,5.065999984741211,4.429999828338623,4.980000019073486,4.980000019073486,9370000,TSLA,59.9429,51.83000183105469,54.96290159225464,0.0
2010-11-05,4.973999977111816,4.99399995803833,4.74399995803833,4.888000011444092,4.888000011444092,5055000,TSLA,48.340282,44.69200134277344,43.452282428741455,0.0
2010-11-11,5.71999979019165,5.820000171661377,5.466000080108643,5.607999801635742,5.607999801635742,9726500,TSLA,8.473445,5.9679999351501465,2.865445137023926,0.0
2010-11-15,6.044000148773193,6.5879998207092285,6.044000148773193,6.159999847412109,6.159999847412109,13114500,TSLA,435.14105,448.1600036621094,428.98105239868164,0.0
2010-11-23,6.6579999923706055,7.136000156402588,6.438000202178955,6.914000034332275,6.914000034332275,7889000,TSLA,23.482153,20.29800033569336,16.568152904510498,0.0
2010-11-30,6.748000144958496,7.065999984741211,6.682000160217285,7.065999984741211,7.065999984741211,11113000,TSLA,6.7179494,5.6479997634887695,0.0,0.348050594329834
2010-12-07,6.0980000495910645,6.480000019073486,6.010000228881836,6.311999797821045,6.311999797821045,6556500,TSLA,48.88925,44.90999984741211,42.57725191116333,0.0
2010-12-14,6.058000087738037,6.078000068664551,5.552000045776367,5.705999851226807,5.705999851226807,8828500,TSLA,65.43045,55.88800048828125,59.72445058822632,0.0
2010-12-20,6.328000068664551,6.438000202178955,6.251999855041504,6.340000152587891,6.340000152587891,2617000,TSLA,155.7505,149.79200744628906,149.41050338745117,0.0
2010-12-21,6.360000133514404,6.538000106811523,6.3420000076293945,6.452000141143799,6.452000141143799,3888500,TSLA,61.56387,58.344001770019524,55.11186933517456,0.0
2010-12-30,5.539999961853027,5.579999923706055,5.276000022888184,5.300000190734863,5.300000190734863,10205500,TSLA,176.43526,180.1999969482422,171.13525676727295,0.0
2011-01-06,5.366000175476074,5.599999904632568,5.361999988555908,5.576000213623047,5.576000213623047,10306000,TSLA,46.273,38.89400100708008,40.696998596191406,0.0
2011-01-11,5.7179999351501465,5.742000102996826,5.383999824523926,5.392000198364258,5.392000198364258,8551000,TSLA,72.17462,70.41000366210938,66.78262138366699,0.0
2011-01-13,5.392000198364258,5.394000053405762,5.23199987411499,5.24399995803833,5.24399995803833,3618000,TSLA,176.47026,179.6199951171875,171.22626066207886,0.0
2011-01-27,4.947999954223633,5.015999794006348,4.906000137329102,4.984000205993652,4.984000205993652,4478500,TSLA,77.50247,67.46800231933594,72.51847171783447,0.0
2011-02-01,4.861999988555908,4.946000099182129,4.708000183105469,4.7820000648498535,4.7820000648498535,3539000,TSLA,75.64565,66.18599700927734,70.86365270614624,0.0
2011-02-07,4.6519999504089355,4.6519999504089355,4.576000213623047,4.613999843597412,4.613999843597412,4475500,TSLA,74.57385,63.70199966430664,69.95985269546509,0.0
