,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2010-09-10,4.150000095367432,4.185999870300293,3.9519999027252197,4.033999919891357,4.033999919891357,1933000,TSLA,-5.6061597,4.144000053405762,-9.640159606933594,0.0
2010-09-14,4.107999801635742,4.320000171661377,4.105999946594238,4.223999977111816,4.223999977111816,3273500,TSLA,-5.5587564,4.395999908447266,-9.782756328582764,0.0
2010-10-06,4.211999893188477,4.251999855041504,4.064000129699707,4.0920000076293945,4.0920000076293945,1567000,TSLA,-5.5727205,4.085999965667725,0.0,9.66472053527832
2010-10-14,4.199999809265137,4.205999851226807,4.079999923706055,4.150000095367432,4.150000095367432,1474000,TSLA,-5.701613,4.107999801635742,0.0,9.85161304473877
2010-10-18,4.104000091552734,4.127999782562256,4.044000148773193,4.046000003814697,4.046000003814697,814000,TSLA,-5.6602397,4.010000228881836,0.0,9.706239700317383
2010-10-22,4.136000156402588,4.185999870300293,4.110000133514404,4.144000053405762,4.144000053405762,805500,TSLA,-5.613217,4.170000076293945,-9.757216930389404,0.0
2010-10-25,4.188000202178955,4.196000099182129,4.145999908447266,4.170000076293945,4.170000076293945,592500,TSLA,-5.6142445,4.271999835968018,-9.784244537353516,0.0
2010-11-01,4.388000011444092,4.550000190734863,4.26200008392334,4.2820000648498535,4.2820000648498535,2279000,TSLA,-5.483289,4.25,0.0,9.765288829803467
2010-11-12,5.650000095367432,6.099999904632568,5.613999843597412,5.9679999351501465,5.9679999351501465,13645500,TSLA,-4.1190596,6.159999847412109,-10.087059497833252,0.0
2010-11-19,6.0320000648498535,6.27400016784668,5.940000057220459,6.197999954223633,6.197999954223633,5752500,TSLA,-3.9026184,6.679999828338623,-10.100618362426758,0.0
2010-11-23,6.6579999923706055,7.136000156402588,6.438000202178955,6.914000034332275,6.914000034332275,7889000,TSLA,-3.665222,7.093999862670899,-10.579221963882446,0.0
2010-11-26,7.119999885559082,7.199999809265137,6.949999809265137,7.064000129699707,7.064000129699707,1753000,TSLA,-3.379952,6.866000175476075,0.0,10.443952083587646
2010-11-30,6.748000144958496,7.065999984741211,6.682000160217285,7.065999984741211,7.065999984741211,11113000,TSLA,-3.0790067,6.869999885559082,0.0,10.145006656646729
2010-12-03,6.4019999504089355,6.449999809265137,6.173999786376953,6.297999858856201,6.297999858856201,5800500,TSLA,-2.9666786,6.061999797821045,0.0,9.264678478240967
2010-12-22,6.449999809265137,6.572000026702881,6.340000152587891,6.526000022888184,6.526000022888184,4166500,TSLA,-3.6753795,6.01800012588501,0.0,10.201379537582397
2010-12-30,5.539999961853027,5.579999923706055,5.276000022888184,5.300000190734863,5.300000190734863,10205500,TSLA,-3.2176683,5.326000213623047,-8.51766848564148,0.0
2010-12-31,5.314000129699707,5.449999809265137,5.300000190734863,5.326000213623047,5.326000213623047,7089500,TSLA,-3.6413736,5.323999881744385,0.0,8.967373847961426
2011-01-03,5.368000030517578,5.400000095367432,5.179999828338623,5.323999881744385,5.323999881744385,6415000,TSLA,-4.0367637,5.334000110626221,-9.360763549804688,0.0
2011-01-13,5.392000198364258,5.394000053405762,5.23199987411499,5.24399995803833,5.24399995803833,3618000,TSLA,-4.397959,5.150000095367432,0.0,9.641959190368652
2011-01-18,5.0960001945495605,5.127999782562256,4.949999809265137,5.127999782562256,5.127999782562256,8108500,TSLA,-4.432126,4.806000232696533,0.0,9.560125827789307
2011-01-28,4.97599983215332,4.97599983215332,4.75,4.802000045776367,4.802000045776367,5242000,TSLA,-4.8444324,4.820000171661377,-9.646432399749756,0.0
