,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2010-09-15,4.196000099182129,4.400000095367432,4.1579999923706055,4.395999908447266,4.395999908447266,3423000,TSLA,4.4622083,4.188000202178955,0.0,-0.0662083625793457
2010-09-24,3.990000009536743,4.038000106811523,3.930000066757202,4.019999980926514,4.019999980926514,2894500,TSLA,4.144413,4.105999946594238,0.12441301345825195,0.0
2010-10-04,4.085999965667725,4.234000205993652,4.059999942779541,4.197999954223633,4.197999954223633,3218000,TSLA,4.323131,4.223999977111816,0.12513113021850586,0.0
2010-10-18,4.104000091552734,4.127999782562256,4.044000148773193,4.046000003814697,4.046000003814697,814000,TSLA,4.3348794,4.010000228881836,0.0,-0.28887939453125
2010-10-20,4.0320000648498535,4.138000011444092,4.007999897003174,4.130000114440918,4.130000114440918,1562500,TSLA,4.324939,4.150000095367432,0.19493865966796875,0.0
2010-10-21,4.122000217437744,4.190000057220459,4.090000152587891,4.150000095367432,4.150000095367432,2085500,TSLA,4.3479176,4.144000053405762,0.0,-0.19791746139526367
2010-10-29,4.228000164031982,4.369999885559082,4.210000038146973,4.368000030517578,4.368000030517578,1403000,TSLA,4.4961796,4.2820000648498535,0.0,-0.12817955017089844
2010-11-08,4.900000095367432,5.0,4.806000232696533,4.995999813079834,4.995999813079834,2547500,TSLA,5.0290112,4.926000118255615,0.0,-0.033011436462402344
2010-11-09,5.0,5.138000011444092,4.809999942779541,4.926000118255615,4.926000118255615,4782000,TSLA,5.120433,5.872000217437744,0.19443273544311523,0.0
2010-11-12,5.650000095367432,6.099999904632568,5.613999843597412,5.9679999351501465,5.9679999351501465,13645500,TSLA,5.881742,6.159999847412109,-0.0862579345703125,0.0
2010-11-15,6.044000148773193,6.5879998207092285,6.044000148773193,6.159999847412109,6.159999847412109,13114500,TSLA,6.123412,5.934000015258789,0.0,0.03658771514892578
2010-11-24,7.053999900817871,7.193999767303467,6.866000175476074,7.093999862670898,7.093999862670898,7125000,TSLA,6.7858295,7.064000129699706,0.0,0.3081703186035156
2010-12-07,6.0980000495910645,6.480000019073486,6.010000228881836,6.311999797821045,6.311999797821045,6556500,TSLA,6.573453,6.473999977111816,0.26145315170288086,0.0
2010-12-14,6.058000087738037,6.078000068664551,5.552000045776367,5.705999851226807,5.705999851226807,8828500,TSLA,6.4003406,5.920000076293945,0.694340705871582,0.0
2010-12-22,6.449999809265137,6.572000026702881,6.340000152587891,6.526000022888184,6.526000022888184,4166500,TSLA,6.5600214,6.01800012588501,0.0,-0.03402137756347656
2010-12-27,5.604000091552734,5.716000080108643,5.01200008392334,5.110000133514404,5.110000133514404,46509500,TSLA,6.948261,5.2820000648498535,1.8382606506347656,0.0
2010-12-28,5.170000076293945,5.349999904632568,5.0,5.2820000648498535,5.2820000648498535,20281500,TSLA,6.657242,5.546000003814697,1.375241756439209,0.0
2011-01-04,5.331999778747559,5.389999866485596,5.203999996185303,5.334000110626221,5.334000110626221,5937000,TSLA,4.941164,5.366000175476074,-0.3928360939025879,0.0
2011-01-19,5.053999900817871,5.093999862670898,4.75,4.806000232696533,4.806000232696533,11857500,TSLA,5.3385653,4.52400016784668,0.0,-0.5325651168823242
2011-01-21,4.624000072479248,4.7179999351501465,4.541999816894531,4.607999801635742,4.607999801635742,6085000,TSLA,5.009317,4.8979997634887695,0.40131711959838867,0.0
2011-02-03,4.763999938964844,4.78000020980835,4.630000114440918,4.72599983215332,4.72599983215332,2560000,TSLA,4.878366,4.691999912261963,0.0,-0.15236616134643555
2011-02-04,4.688000202178955,4.734000205993652,4.644000053405762,4.691999912261963,4.691999912261963,2720000,TSLA,4.865285,4.613999843597412,0.0,-0.17328500747680664
2011-02-14,4.728000164031982,4.828000068664551,4.610000133514404,4.616000175476074,4.616000175476074,6415500,TSLA,4.7695003,4.567999839782715,0.0,-0.15350008010864258
2011-02-23,4.435999870300293,4.5,4.2220001220703125,4.366000175476074,4.366000175476074,8028000,TSLA,4.640782,4.50600004196167,0.2747817039489746,0.0
2011-03-04,4.895999908447266,4.998000144958496,4.75600004196167,4.989999771118164,4.989999771118164,7900500,TSLA,4.89511,4.98799991607666,0.0,0.09488964080810547
2011-04-14,4.973999977111816,5.056000232696533,4.840000152587891,5.0279998779296875,5.0279998779296875,4917000,TSLA,4.8847795,5.116000175476074,-0.1432204246520996,0.0
2011-04-19,5.052000045776367,5.052000045776367,4.929999828338623,5.0320000648498535,5.0320000648498535,2743500,TSLA,4.9775662,5.150000095367432,-0.05443382263183594,0.0
2011-04-26,5.331999778747559,5.449999809265137,5.26200008392334,5.386000156402588,5.386000156402588,7000000,TSLA,5.4244847,5.415999889373779,0.03848457336425781,0.0
2011-05-03,5.47599983215332,5.478000164031982,5.300000190734863,5.374000072479248,5.374000072479248,4569500,TSLA,5.6581273,5.3379998207092285,0.0,-0.28412723541259766
2011-05-04,5.355999946594238,5.400000095367432,5.150000095367432,5.3379998207092285,5.3379998207092285,5222500,TSLA,5.6360974,5.288000106811523,0.0,-0.2980976104736328
2011-05-06,5.380000114440918,5.539999961853027,5.323999881744385,5.423999786376953,5.423999786376953,4908500,TSLA,5.616582,5.581999778747559,0.1925821304321289,0.0
2011-05-13,5.599999904632568,5.638000011444092,5.460000038146973,5.510000228881836,5.510000228881836,3307500,TSLA,5.6902514,5.320000171661377,0.0,-0.1802511215209961
2011-05-18,5.21999979019165,5.294000148773193,5.104000091552734,5.269999980926514,5.269999980926514,3647500,TSLA,5.586405,5.639999866485596,0.3164048194885254,0.0
2011-06-03,5.989999771118164,6.300000190734863,5.900000095367432,6.026000022888184,6.026000022888184,31046000,TSLA,6.140225,5.739999771118164,0.0,-0.11422491073608398
2011-06-08,5.688000202178955,5.71999979019165,5.4039998054504395,5.423999786376953,5.423999786376953,8479500,TSLA,5.713076,5.52400016784668,0.2890763282775879,0.0
2011-06-09,5.486000061035156,5.619999885559082,5.420000076293945,5.52400016784668,5.52400016784668,8016000,TSLA,5.562459,5.572000026702881,0.038458824157714844,0.0
2011-06-14,5.708000183105469,5.940000057220459,5.703999996185303,5.71999979019165,5.71999979019165,7867000,TSLA,5.5668826,5.464000225067139,0.0,0.15311717987060547
2011-06-17,5.374000072479248,5.539999961853027,5.228000164031982,5.300000190734863,5.300000190734863,8570000,TSLA,5.564511,5.202000141143799,0.0,-0.2645106315612793
2011-06-22,5.473999977111816,5.650000095367432,5.420000076293945,5.441999912261963,5.441999912261963,7378000,TSLA,5.44213,5.541999816894531,0.00013017654418945312,0.0
2011-06-23,5.440000057220459,5.544000148773193,5.242000102996826,5.541999816894531,5.541999816894531,5850000,TSLA,5.447867,5.513999938964844,0.0,0.09413290023803711
2011-07-06,5.828000068664551,5.828000068664551,5.710000038146973,5.791999816894531,5.791999816894531,4634500,TSLA,5.866696,5.946000099182129,0.07469606399536133,0.0
