,open,high,low,close,adjclose,volume,ticker,adjclose_4,true_adjclose_4,buy_profit,sell_profit
2010-09-24,3.990000009536743,4.038000106811523,3.930000066757202,4.019999980926514,4.019999980926514,2894500,TSLA,5.9526944,4.081999778747559,1.932694435119629,0.0
2010-09-28,4.208000183105469,4.297999858856201,4.1519999504089355,4.28000020980835,4.28000020980835,6072500,TSLA,6.404081,4.197999954223633,0.0,-2.1240806579589844
2010-10-11,4.0879998207092285,4.139999866485596,4.013999938964844,4.047999858856201,4.047999858856201,856000,TSLA,6.0551972,4.107999801635742,2.007197380065918,0.0
2010-10-12,4.039999961853027,4.056000232696533,4.00600004196167,4.047999858856201,4.047999858856201,1220000,TSLA,6.0455008,4.046000003814697,0.0,-1.9975008964538574
2010-10-13,4.127999782562256,4.170000076293945,4.072000026702881,4.107999801635742,4.107999801635742,1591000,TSLA,6.1470137,4.010000228881836,0.0,-2.0390138626098633
2010-10-19,4.039999961853027,4.081999778747559,4.0,4.010000228881836,4.010000228881836,1226000,TSLA,6.051362,4.170000076293945,2.0413618087768555,0.0
2010-11-22,6.314000129699707,6.690000057220459,6.300000190734863,6.679999828338623,6.679999828338623,7648500,TSLA,8.569347,6.866000175476075,1.8893475532531738,0.0
2010-12-03,6.4019999504089355,6.449999809265137,6.173999786376953,6.297999858856201,6.297999858856201,5800500,TSLA,8.064215,6.409999847412109,1.7662148475646973,0.0
2010-12-10,6.409999847412109,6.584000110626221,6.22599983215332,6.303999900817871,6.303999900817871,2147000,TSLA,8.443315,6.1620001792907715,0.0,-2.139314651489258
2010-12-15,5.734000205993652,5.99399995803833,5.705999851226807,5.920000076293945,5.920000076293945,3714500,TSLA,7.418784,6.452000141143799,1.498784065246582,0.0
2010-12-17,6.26800012588501,6.308000087738037,6.142000198364258,6.271999835968018,6.271999835968018,4065000,TSLA,8.440443,6.01800012588501,0.0,-2.168443202972412
2010-12-23,6.251999855041504,6.495999813079834,5.984000205993652,6.01800012588501,6.01800012588501,7763000,TSLA,8.226803,5.300000190734863,0.0,-2.2088027000427246
2010-12-28,5.170000076293945,5.349999904632568,5.0,5.2820000648498535,5.2820000648498535,20281500,TSLA,6.3981867,5.323999881744385,1.1161866188049316,0.0
2011-01-03,5.368000030517578,5.400000095367432,5.179999828338623,5.323999881744385,5.323999881744385,6415000,TSLA,7.5887413,5.6479997634887695,2.2647414207458496,0.0
2011-01-04,5.331999778747559,5.389999866485596,5.203999996185303,5.334000110626221,5.334000110626221,5937000,TSLA,7.263466,5.690000057220459,1.9294657707214355,0.0
2011-01-05,5.296000003814697,5.380000114440918,5.23799991607666,5.366000175476074,5.366000175476074,7233500,TSLA,7.1437273,5.392000198364258,1.7777271270751953,0.0
2011-01-06,5.366000175476074,5.599999904632568,5.361999988555908,5.576000213623047,5.576000213623047,10306000,TSLA,7.35759,5.392000198364258,0.0,-1.7815899848937988
2011-01-11,5.7179999351501465,5.742000102996826,5.383999824523926,5.392000198364258,5.392000198364258,8551000,TSLA,7.590197,5.127999782562256,0.0,-2.1981968879699707
2011-01-24,4.705999851226807,4.961999893188477,4.645999908447266,4.8979997634887695,4.8979997634887695,8225500,TSLA,6.845666,4.802000045776367,0.0,-1.9476661682128906
2011-02-01,4.861999988555908,4.946000099182129,4.708000183105469,4.7820000648498535,4.7820000648498535,3539000,TSLA,6.695855,4.613999843597412,0.0,-1.9138550758361816
2011-02-07,4.6519999504089355,4.6519999504089355,4.576000213623047,4.613999843597412,4.613999843597412,4475500,TSLA,6.623339,4.650000095367432,2.0093393325805664,0.0
2011-02-09,4.826000213623047,4.835999965667725,4.558000087738037,4.642000198364258,4.642000198364258,13178000,TSLA,6.8279715,4.567999839782715,0.0,-2.185971260070801
2011-02-14,4.728000164031982,4.828000068664551,4.610000133514404,4.616000175476074,4.616000175476074,6415500,TSLA,6.9181557,4.636000156402588,2.3021554946899414,0.0
2011-02-25,4.561999797821045,4.769999980926514,4.538000106811523,4.7220001220703125,4.7220001220703125,6731500,TSLA,6.766752,4.872000217437744,2.0447516441345215,0.0
2011-03-03,4.895999908447266,4.958000183105469,4.811999797821045,4.872000217437744,4.872000217437744,3201000,TSLA,6.8465905,4.943999767303467,1.9745903015136719,0.0
2011-03-09,4.932000160217285,4.998000144958496,4.854000091552734,4.943999767303467,4.943999767303467,4624000,TSLA,6.922568,4.590000152587891,0.0,-1.9785680770874023
2011-03-10,4.888000011444092,4.8979997634887695,4.745999813079834,4.802000045776367,4.802000045776367,5085000,TSLA,6.9030704,4.564000129699707,0.0,-2.1010704040527344
2011-03-18,4.638000011444092,4.638000011444092,4.501999855041504,4.5920000076293945,4.5920000076293945,3439500,TSLA,6.6454067,4.466000080108643,0.0,-2.0534067153930664
2011-03-28,4.539999961853027,4.708000183105469,4.510000228881836,4.650000095367432,4.650000095367432,5290500,TSLA,6.746028,5.331999778747559,2.0960278511047363,0.0
2011-03-29,4.659999847412109,4.800000190734863,4.642000198364258,4.783999919891357,4.783999919891357,3777000,TSLA,6.867373,5.165999889373779,2.0833730697631836,0.0
2011-03-30,4.822000026702881,4.8979997634887695,4.6020002365112305,4.742000102996826,4.742000102996826,6116500,TSLA,6.9511976,5.340000152587891,2.209197521209717,0.0
2011-04-06,5.3979997634887695,5.4019999504089355,5.159999847412109,5.297999858856201,5.297999858856201,6441500,TSLA,7.568693,4.929999828338623,0.0,-2.270693302154541
2011-04-07,5.369999885559082,5.5879998207092285,5.289999961853027,5.447999954223633,5.447999954223633,14051500,TSLA,7.7706046,4.986000061035156,0.0,-2.3226046562194824
2011-04-12,5.015999794006348,5.041999816894531,4.860000133514404,4.929999828338623,4.929999828338623,6787000,TSLA,6.66299,5.00600004196167,1.7329902648925781,0.0
2011-04-15,5.130000114440918,5.236000061035156,5.081999778747559,5.116000175476074,5.116000175476074,4717500,TSLA,7.0393233,5.3480000495910645,1.923323154449463,0.0
2011-05-06,5.380000114440918,5.539999961853027,5.323999881744385,5.423999786376953,5.423999786376953,4908500,TSLA,7.355007,5.533999919891357,1.9310073852539062,0.0
2011-05-16,5.5980000495910645,5.5980000495910645,5.309999942779541,5.320000171661377,5.320000171661377,3778500,TSLA,7.4311156,5.593999862670898,2.1111154556274414,0.0
2011-05-19,5.406000137329102,5.688000202178955,5.320000171661377,5.639999866485596,5.639999866485596,13275500,TSLA,7.546901,5.796000003814697,1.9069013595581055,0.0
2011-05-23,5.52400016784668,5.52400016784668,5.323999881744385,5.363999843597412,5.363999843597412,4318000,TSLA,7.5903807,5.909999847412109,2.2263808250427246,0.0
2011-06-01,6.0,6.019999980926514,5.676000118255615,5.703999996185303,5.703999996185303,7649500,TSLA,8.009033,5.673999786376953,0.0,-2.3050332069396973
2011-06-06,6.019999980926514,6.026000022888184,5.6519999504089355,5.739999771118164,5.739999771118164,11655500,TSLA,7.7992806,5.572000026702881,0.0,-2.0592808723449707
2011-06-08,5.688000202178955,5.71999979019165,5.4039998054504395,5.423999786376953,5.423999786376953,8479500,TSLA,7.450974,5.71999979019165,2.0269742012023926,0.0
2011-06-10,5.504000186920166,5.659999847412109,5.46999979019165,5.572000026702881,5.572000026702881,7833000,TSLA,7.4627748,5.300000190734863,0.0,-1.8907747268676758
2011-06-14,5.708000183105469,5.940000057220459,5.703999996185303,5.71999979019165,5.71999979019165,7867000,TSLA,7.7783146,5.202000141143799,0.0,-2.058314800262451
2011-06-21,5.248000144958496,5.546000003814697,5.199999809265137,5.50600004196167,5.50600004196167,7480000,TSLA,7.364658,5.492000102996826,0.0,-1.8586578369140625
2011-06-23,5.440000057220459,5.544000148773193,5.242000102996826,5.541999816894531,5.541999816894531,5850000,TSLA,7.671262,5.6579999923706055,2.1292619705200195,0.0
2011-07-07,5.828000068664551,6.0,5.802000045776367,5.946000099182129,5.946000099182129,6639500,TSLA,7.82953,5.728000164031982,0.0,-1.8835296630859375
2011-07-21,5.7820000648498535,5.831999778747559,5.619999885559082,5.739999771118164,5.739999771118164,5057500,TSLA,7.829694,5.5279998779296875,0.0,-2.089694023132324
2011-08-01,5.734000205993652,5.796000003814697,5.642000198364258,5.754000186920166,5.754000186920166,5824500,TSLA,7.7631507,4.8480000495910645,0.0,-2.009150505065918
2011-08-11,4.808000087738037,5.150000095367432,4.800000190734863,5.059999942779541,5.059999942779541,4182500,TSLA,7.1569114,5.165999889373779,2.0969114303588867,0.0
2011-08-17,5.2779998779296875,5.329999923706055,5.1020002365112305,5.165999889373779,5.165999889373779,3218500,TSLA,7.174691,4.5920000076293945,0.0,-2.0086913108825684
2011-08-24,4.619999885559082,4.785999774932861,4.565999984741211,4.77400016784668,4.77400016784668,3421500,TSLA,6.781063,4.926000118255615,2.0070629119873047,0.0
2011-08-29,4.843999862670898,4.96999979019165,4.803999900817871,4.941999912261963,4.941999912261963,4017000,TSLA,6.9610643,4.613999843597412,0.0,-2.019064426422119
2011-08-30,4.900000095367432,4.953999996185303,4.817999839782715,4.926000118255615,4.926000118255615,1831000,TSLA,7.0216618,4.5879998207092285,0.0,-2.0956616401672363
2011-08-31,4.960000038146973,5.099999904632568,4.855999946594238,4.947999954223633,4.947999954223633,4119000,TSLA,7.115491,4.76800012588501,0.0,-2.1674909591674805
2011-09-08,4.716000080108643,4.806000232696533,4.656000137329102,4.7220001220703125,4.7220001220703125,2528500,TSLA,6.834206,4.868000030517578,2.112205982208252,0.0
2011-09-09,4.673999786376953,4.714000225067139,4.510000228881836,4.593999862670898,4.593999862670898,3346500,TSLA,6.769702,4.964000225067139,2.1757020950317383,0.0
2011-09-15,4.915999889373779,4.986000061035156,4.866000175476074,4.964000225067139,4.964000225067139,2813000,TSLA,7.105316,5.170000076293945,2.1413159370422363,0.0
2011-09-26,5.303999900817871,5.303999900817871,4.980000019073486,5.104000091552734,5.104000091552734,4674000,TSLA,7.209451,4.877999782562256,0.0,-2.1054511070251465
2011-09-29,5.144000053405762,5.164000034332275,4.710000038146973,4.823999881744385,4.823999881744385,4648000,TSLA,6.8916497,5.073999881744385,2.0676498413085938,0.0
2011-10-03,4.989999771118164,5.0,4.650000095367432,4.745999813079834,4.745999813079834,5116000,TSLA,6.7002277,5.3979997634887695,1.9542279243469238,0.0
2011-10-13,5.526000022888184,5.693999767303467,5.48799991607666,5.5879998207092285,5.5879998207092285,5217500,TSLA,7.602575,5.513999938964844,0.0,-2.0145750045776367
2011-10-24,5.573999881744385,5.7779998779296875,5.550000190734863,5.710000038146973,5.710000038146973,4703000,TSLA,7.6493845,5.973999977111816,1.9393844604492188,0.0
2011-10-31,5.900000095367432,5.9019999504089355,5.75,5.874000072479248,5.874000072479248,5670000,TSLA,7.9336586,6.461999893188477,2.0596585273742676,0.0
2011-11-10,6.188000202178955,6.300000190734863,6.130000114440918,6.265999794006348,6.265999794006348,3736500,TSLA,8.178361,6.987999916076659,1.9123611450195312,0.0
2011-12-08,6.168000221252441,6.329999923706055,5.921999931335449,6.177999973297119,6.177999973297119,16529000,TSLA,8.296959,5.705999851226807,0.0,-2.1189589500427246
2011-12-09,6.107999801635742,6.223999977111816,6.056000232696533,6.208000183105469,6.208000183105469,6197500,TSLA,7.6404943,5.723999977111816,0.0,-1.4324941635131836
2011-12-15,5.734000205993652,5.834000110626221,5.624000072479248,5.723999977111816,5.723999977111816,3501500,TSLA,7.5911016,5.513999938964844,0.0,-1.8671016693115234
2011-12-20,5.610000133514404,5.690000057220459,5.544000148773193,5.579999923706055,5.579999923706055,4216500,TSLA,7.454678,5.714000225067139,1.874678134918213,0.0
